,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalSpended,id,num,cum,Status,Consumption,A,B,C
5960,6321_01,Europa,True,C/194/P,55 Cancri e,58.0,False,0.0,0.0,0.0,0.0,0.0,Batomam Pusive,True,0.0,6321,01,3,0,0,C,194,P
5961,6321_02,Europa,False,C/194/P,TRAPPIST-1e,19.0,False,0.0,1234.0,0.0,1956.0,0.0,Azhat Pusive,False,3190.0,6321,02,3,0,1,C,194,P
5962,6321_03,Europa,True,C/194/P,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Marga Pusive,True,0.0,6321,03,3,0,0,C,194,P
5964,6323_01,Europa,False,C/235/S,55 Cancri e,48.0,False,3.0,4089.0,0.0,4368.0,147.0,Aldeba Tionstious,False,8607.0,6323,01,2,0,1,C,235,S
5965,6323_02,Europa,False,C/235/S,TRAPPIST-1e,33.0,False,2.0,4742.0,0.0,34.0,0.0,Arinon Unkcal,True,4778.0,6323,02,2,0,1,C,235,S
5989,6340_01,Europa,False,C/195/P,TRAPPIST-1e,29.0,False,0.0,584.0,5468.0,7.0,661.0,Gacrab Pressive,True,6720.0,6340,01,2,0,1,C,195,P
5990,6340_02,Europa,False,C/195/P,55 Cancri e,25.0,False,484.0,11441.0,0.0,4.0,5477.0,Anyonon Pressive,False,17406.0,6340,02,2,0,1,C,195,P
6006,6360_01,Europa,False,A/75/S,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,Erraiam Clumsty,True,0.0,6360,01,3,0,0,A,75,S
6007,6360_02,Europa,True,A/75/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Glueba Clumsty,True,0.0,6360,02,3,0,0,A,75,S
6008,6360_03,Europa,True,A/75/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Becruxa Clumsty,True,0.0,6360,03,3,0,0,A,75,S
6025,6372_01,Europa,False,B/216/P,TRAPPIST-1e,40.0,False,773.0,3729.0,43.0,10.0,0.0,Bahoton Resendent,True,4555.0,6372,01,4,0,1,B,216,P
6026,6372_02,Europa,False,B/216/P,TRAPPIST-1e,26.0,True,0.0,2199.0,0.0,328.0,329.0,Alphah Reelest,False,2856.0,6372,02,4,0,1,B,216,P
6027,6372_03,Europa,False,B/216/P,55 Cancri e,45.0,False,0.0,3200.0,0.0,415.0,161.0,Sula Reelest,True,3776.0,6372,03,4,0,1,B,216,P
6028,6372_04,Europa,True,B/216/P,55 Cancri e,18.0,False,,0.0,0.0,0.0,0.0,Hadaton Reelest,True,,6372,04,4,0,0,B,216,P
6048,6400_01,Europa,False,A/76/S,55 Cancri e,40.0,False,0.0,1677.0,0.0,109.0,320.0,Eltard Slable,True,2106.0,6400,01,2,0,1,A,76,S
6049,6400_02,Europa,False,A/76/S,55 Cancri e,34.0,True,0.0,618.0,0.0,0.0,10888.0,Arino Slable,False,11506.0,6400,02,2,0,1,A,76,S
6060,6406_01,Europa,True,,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Arkeb Belstrut,True,0.0,6406,01,2,0,0,,,
6061,6406_02,Europa,True,B/249/S,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Giedir Belstrut,True,0.0,6406,02,2,0,0,B,249,S
6073,6421_01,Europa,True,C/197/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Azhab Redand,True,0.0,6421,01,2,0,0,C,197,P
6074,6421_02,Europa,False,,TRAPPIST-1e,29.0,False,0.0,577.0,0.0,5568.0,432.0,Saxino Redand,False,6577.0,6421,02,2,0,1,,,
6080,6428_01,Europa,True,C/198/P,55 Cancri e,20.0,False,,0.0,0.0,0.0,0.0,Nesch Pumbody,True,,6428,01,2,0,0,C,198,P
6081,6428_02,Europa,True,C/198/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Alphah Pumbody,True,0.0,6428,02,2,0,0,C,198,P
6110,6450_01,Europa,False,C/200/P,TRAPPIST-1e,23.0,False,0.0,596.0,57.0,259.0,4666.0,Anyoni Unative,False,5578.0,6450,01,2,0,1,C,200,P
6111,6450_02,Europa,True,C/200/P,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Altaira Unative,True,0.0,6450,02,2,0,0,C,200,P
6134,6472_01,Europa,True,B/250/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Mahamak Steary,True,0.0,6472,01,2,0,0,B,250,S
6135,6472_02,Europa,True,B/250/S,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Cellah Steary,True,0.0,6472,02,2,0,0,B,250,S
6138,6477_01,Europa,False,D/196/S,55 Cancri e,23.0,False,0.0,44.0,0.0,3452.0,83.0,Tabih Witeronfus,False,3579.0,6477,01,2,0,1,D,196,S
6139,6477_02,Europa,False,D/196/S,55 Cancri e,17.0,False,0.0,311.0,6.0,4236.0,557.0,Ranan Witeronfus,False,5110.0,6477,02,2,0,1,D,196,S
6151,6490_01,Europa,True,C/201/P,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,Errairk Ineded,True,0.0,6490,01,4,0,0,C,201,P
6152,6490_02,Europa,False,C/201/P,55 Cancri e,29.0,False,0.0,889.0,0.0,4921.0,290.0,Phecca Ineded,False,6100.0,6490,02,4,0,1,C,201,P
6153,6490_03,Europa,False,C/201/P,55 Cancri e,27.0,False,0.0,6924.0,849.0,149.0,1166.0,Tabiton Ightive,True,9088.0,6490,03,4,0,1,C,201,P
6168,6512_01,Europa,False,A/80/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Mediton Oillepint,True,0.0,6512,01,3,0,0,A,80,S
6170,6512_03,Europa,False,A/80/S,TRAPPIST-1e,28.0,False,0.0,3527.0,1.0,2929.0,2236.0,Hekaton Goortedant,False,8693.0,6512,03,3,0,1,A,80,S
6172,6514_01,Europa,False,B/251/S,55 Cancri e,28.0,True,19.0,22.0,2974.0,3603.0,158.0,Preo Openduave,False,6776.0,6514,01,2,0,1,B,251,S
6173,6514_02,Europa,False,B/251/S,TRAPPIST-1e,42.0,False,0.0,6244.0,0.0,10912.0,4.0,Gravior Stersetery,False,17160.0,6514,02,2,0,1,B,251,S
6204,6561_01,Europa,False,B/253/S,TRAPPIST-1e,29.0,False,19.0,4900.0,6.0,6324.0,2056.0,Aldeba Ainserfle,False,13305.0,6561,01,2,0,1,B,253,S
6223,6583_01,Europa,False,B/254/S,TRAPPIST-1e,13.0,False,0.0,100.0,12253.0,6.0,80.0,Charda Sunlove,True,12439.0,6583,01,2,0,1,B,254,S
6224,6583_02,Europa,False,B/254/S,55 Cancri e,53.0,False,0.0,2606.0,0.0,1170.0,0.0,Zinon Asivetfuel,True,3776.0,6583,02,2,0,1,B,254,S
6229,6590_01,Europa,True,B/217/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Gollux Nifficaus,False,0.0,6590,01,2,0,0,B,217,P
6230,6590_02,Europa,False,B/217/P,TRAPPIST-1e,56.0,False,0.0,13561.0,0.0,2.0,4088.0,Arkar Nifficaus,True,17651.0,6590,02,2,0,1,B,217,P
6266,6634_01,Europa,True,B/219/P,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Gorabih Dischod,True,0.0,6634,01,2,0,0,B,219,P
6268,6635_01,Europa,False,C/209/P,TRAPPIST-1e,17.0,False,0.0,1339.0,26.0,244.0,15.0,Giebara Entratable,False,1624.0,6635,01,2,0,1,C,209,P
6269,6635_02,Europa,False,C/209/P,55 Cancri e,45.0,False,0.0,313.0,1791.0,414.0,1675.0,Nusakab Entratable,False,4193.0,6635,02,2,0,1,C,209,P
6273,6641_01,Europa,True,C/247/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Algork Diateous,True,0.0,6641,01,2,0,0,C,247,S
6274,6641_02,Europa,True,C/247/S,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Coxak Diateous,True,0.0,6641,02,2,0,0,C,247,S
6296,6665_01,Europa,True,B/222/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Alraium Disivering,True,0.0,6665,01,4,0,0,B,222,P
6297,6665_02,Europa,False,B/222/P,TRAPPIST-1e,18.0,False,4.0,1337.0,0.0,0.0,182.0,Sabireo Disivering,False,1523.0,6665,02,4,0,1,B,222,P
6298,6665_03,Europa,False,B/222/P,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,Tachba Disivering,True,0.0,6665,03,4,0,0,B,222,P
6299,6665_04,Europa,False,B/222/P,55 Cancri e,35.0,False,0.0,2504.0,0.0,0.0,5496.0,Saiphda Disivering,False,8000.0,6665,04,4,0,1,B,222,P
6313,6674_01,Europa,False,E/426/P,TRAPPIST-1e,29.0,False,0.0,841.0,0.0,1733.0,11.0,Wezna Swirring,False,2585.0,6674,01,5,0,1,E,426,P
6314,6674_02,Europa,True,E/426/P,TRAPPIST-1e,32.0,False,,0.0,0.0,0.0,0.0,Meron Slowatic,True,,6674,02,5,0,0,E,426,P
6315,6674_03,Europa,,E/426/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Sheratz Slowatic,True,0.0,6674,03,5,0,0,E,426,P
6316,6674_04,Europa,True,E/426/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Acruxon Swirring,True,0.0,6674,04,5,0,0,E,426,P
6317,6674_05,Europa,False,E/426/P,TRAPPIST-1e,25.0,False,0.0,4.0,0.0,1525.0,475.0,Jihda Swirring,False,2004.0,6674,05,5,0,1,E,426,P
6324,6684_01,Europa,False,C/210/P,TRAPPIST-1e,57.0,False,0.0,218.0,0.0,8522.0,0.0,Geons Exhaft,False,8740.0,6684,01,3,0,1,C,210,P
6325,6684_02,Europa,False,C/210/P,TRAPPIST-1e,30.0,,0.0,,335.0,143.0,764.0,Ziba Exhaft,True,,6684,02,3,0,0,C,210,P
6326,6684_03,Europa,False,C/210/P,TRAPPIST-1e,46.0,False,0.0,370.0,0.0,2395.0,1638.0,Duhrkab Exhaft,False,4403.0,6684,03,3,0,1,C,210,P
6335,6706_01,Europa,True,B/224/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Asellah Dishocatal,True,0.0,6706,01,2,0,0,B,224,P
6336,6706_02,Europa,True,B/224/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Arix Dishocatal,True,0.0,6706,02,2,0,0,B,224,P
6338,6708_01,Europa,False,A/67/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Muonons Sysilstict,True,0.0,6708,01,6,0,0,A,67,P
6339,6708_02,Europa,False,A/67/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,,,True,,6708,02,6,0,0,A,67,P
6340,6708_03,Europa,False,A/67/P,TRAPPIST-1e,36.0,False,994.0,526.0,0.0,7.0,1279.0,Furuson Sysilstict,False,2806.0,6708,03,6,0,1,A,67,P
6341,6708_04,Europa,True,A/67/P,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Elebi Sysilstict,True,0.0,6708,04,6,0,0,A,67,P
6342,6708_05,Europa,True,A/67/P,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Ashird Sysilstict,True,0.0,6708,05,6,0,0,A,67,P
6343,6708_06,Europa,True,A/67/P,55 Cancri e,41.0,True,0.0,0.0,0.0,0.0,,Shamak Sysilstict,True,,6708,06,6,0,0,A,67,P
6353,6722_01,Europa,True,E/445/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Phargak Dicely,True,0.0,6722,01,3,0,0,E,445,S
6354,6722_02,Europa,False,E/445/S,55 Cancri e,27.0,False,0.0,33.0,9.0,1847.0,2035.0,Saleh Dicely,False,3924.0,6722,02,3,0,1,E,445,S
6355,6722_03,Europa,True,E/445/S,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Skyrmak Dicely,True,0.0,6722,03,3,0,0,E,445,S
6356,6724_01,Europa,True,C/213/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Jihoton Haftent,True,0.0,6724,01,2,0,0,C,213,P
6357,6724_02,Europa,True,C/213/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Scelava Haftent,True,0.0,6724,02,2,0,0,C,213,P
6361,6729_01,Europa,False,A/82/S,TRAPPIST-1e,41.0,False,0.0,371.0,0.0,1701.0,21.0,Becruxa Dedometeel,False,2093.0,6729,01,3,0,1,A,82,S
6362,6729_02,Europa,True,A/82/S,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Izarkar Dedometeel,True,0.0,6729,02,3,0,0,A,82,S
6363,6729_03,Europa,False,A/82/S,TRAPPIST-1e,27.0,False,2664.0,15.0,0.0,109.0,2.0,Rassias Brathful,False,2790.0,6729,03,3,0,1,A,82,S
6366,6734_01,Europa,False,C/249/S,55 Cancri e,47.0,False,0.0,2699.0,0.0,671.0,8.0,Pleion Sparsaxle,True,3378.0,6734,01,4,0,1,C,249,S
6367,6734_02,Europa,True,C/249/S,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Shail Sparsaxle,True,0.0,6734,02,4,0,0,C,249,S
6368,6734_03,Europa,True,C/249/S,55 Cancri e,37.0,True,0.0,0.0,0.0,0.0,0.0,Alhaino Sparsaxle,True,0.0,6734,03,4,0,0,C,249,S
6369,6734_04,Europa,True,C/249/S,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Wein Sparsaxle,True,0.0,6734,04,4,0,0,C,249,S
6391,6753_01,Europa,True,B/226/P,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Stra Frablerly,True,0.0,6753,01,2,0,0,B,226,P
6392,6753_02,Europa,False,B/226/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Aldibi Frablerly,False,0.0,6753,02,2,0,0,B,226,P
6417,6779_01,Europa,False,B/258/S,TRAPPIST-1e,37.0,False,0.0,7920.0,270.0,1.0,322.0,Terope Busive,True,8513.0,6779,01,4,0,1,B,258,S
6418,6779_02,Europa,True,B/258/S,55 Cancri e,14.0,False,,0.0,0.0,0.0,0.0,Alhail Stioutody,True,,6779,02,4,0,0,B,258,S
6419,6779_03,Europa,True,B/258/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Tabanar Stioutody,True,0.0,6779,03,4,0,0,B,258,S
6420,6779_04,Europa,False,B/258/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Altara Stioutody,True,0.0,6779,04,4,0,0,B,258,S
6421,6780_01,Europa,True,C/251/S,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Antinon Plaricit,True,0.0,6780,01,2,0,0,C,251,S
6422,6780_02,Europa,False,C/251/S,TRAPPIST-1e,39.0,False,2167.0,30.0,1472.0,,0.0,Eltan Plaricit,True,,6780,02,2,0,0,C,251,S
6469,6827_01,Europa,False,A/84/S,55 Cancri e,73.0,False,181.0,1.0,840.0,2618.0,1949.0,Dirk Listive,False,5589.0,6827,01,4,0,1,A,84,S
6470,6827_02,Europa,True,A/84/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Coxaton Listive,True,0.0,6827,02,4,0,0,A,84,S
6471,6827_03,Europa,True,A/84/S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Zinoces Listive,True,0.0,6827,03,4,0,0,A,84,S
6472,6827_04,Europa,,A/84/S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Alramak Listive,True,0.0,6827,04,4,0,0,A,84,S
6484,6843_01,Europa,True,B/260/S,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,Acceleb Rimplighty,True,,6843,01,2,0,0,B,260,S
6485,6843_02,Europa,True,B/260/S,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Saxinon Rimplighty,True,0.0,6843,02,2,0,0,B,260,S
6495,6858_01,Europa,True,B/229/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Asteron Spandisket,True,0.0,6858,01,4,0,0,B,229,P
6496,6858_02,Europa,True,B/229/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Kabiak Spandisket,True,0.0,6858,02,4,0,0,B,229,P
6497,6858_03,Europa,False,B/229/P,55 Cancri e,39.0,False,0.0,60.0,0.0,310.0,4674.0,Zinopus Spandisket,False,5044.0,6858,03,4,0,1,B,229,P
6498,6858_04,Europa,False,B/229/P,,8.0,False,0.0,0.0,0.0,0.0,0.0,Taura Spandisket,True,0.0,6858,04,4,0,0,B,229,P
6504,6864_01,Europa,True,A/71/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Aske Scoudelle,True,0.0,6864,01,2,0,0,A,71,P
6505,6864_02,Europa,True,A/71/P,55 Cancri e,25.0,,0.0,0.0,0.0,0.0,0.0,Phamark Scoudelle,True,0.0,6864,02,2,0,0,A,71,P
6506,6865_01,Europa,False,D/208/S,TRAPPIST-1e,27.0,,69.0,2878.0,0.0,4232.0,3798.0,Thabih Peducting,False,10977.0,6865,01,2,0,1,D,208,S
6507,6865_02,Europa,True,D/208/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Errim Peducting,True,0.0,6865,02,2,0,0,D,208,S
6508,6866_01,Europa,False,C/253/S,55 Cancri e,20.0,False,0.0,17958.0,99.0,14.0,57.0,Gork Hetforhaft,True,18128.0,6866,01,2,0,1,C,253,S
6509,6866_02,Europa,False,C/253/S,55 Cancri e,40.0,False,6103.0,7570.0,860.0,13117.0,192.0,Dscha Hetforhaft,False,27842.0,6866,02,2,0,1,C,253,S
6534,6899_01,Europa,False,A/73/P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Anyonon Coweboded,True,0.0,6899,01,2,0,0,A,73,P
6535,6899_02,Europa,,A/73/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Ruchban Coweboded,False,0.0,6899,02,2,0,0,A,73,P
6557,6921_01,Europa,False,C/255/S,TRAPPIST-1e,22.0,False,0.0,1914.0,2090.0,100.0,0.0,Sadrix Stersetery,True,4104.0,6921,01,6,0,1,C,255,S
6558,6921_02,Europa,True,C/255/S,55 Cancri e,24.0,False,0.0,0.0,0.0,,0.0,Eleron Fordulgaug,True,,6921,02,6,0,0,C,255,S
6559,6921_03,Europa,False,C/255/S,TRAPPIST-1e,23.0,False,69.0,6101.0,0.0,0.0,214.0,Grum Stersetery,True,6384.0,6921,03,6,0,1,C,255,S
6560,6921_04,Europa,False,C/255/S,TRAPPIST-1e,28.0,True,0.0,14076.0,0.0,928.0,372.0,Dsch Stersetery,True,15376.0,6921,04,6,0,1,C,255,S
6561,6921_05,Europa,True,C/255/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Arrain Fordulgaug,True,0.0,6921,05,6,0,0,C,255,S
6562,6921_06,Europa,False,C/255/S,TRAPPIST-1e,32.0,False,0.0,89.0,0.0,8330.0,1.0,Azhah Stersetery,False,8420.0,6921,06,6,0,1,C,255,S
6583,6947_01,Europa,True,B/264/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Becruxa Coudered,True,0.0,6947,01,2,0,0,B,264,S
6584,6947_02,Europa,False,B/264/S,TRAPPIST-1e,49.0,False,0.0,1757.0,0.0,797.0,567.0,Cellum Obnoble,True,3121.0,6947,02,2,0,1,B,264,S
6586,6950_01,Europa,True,B/265/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Alurops Pringry,True,0.0,6950,01,2,0,0,B,265,S
6587,6950_02,Europa,True,B/265/S,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Medib Pringry,True,0.0,6950,02,2,0,0,B,265,S
6588,6951_01,Europa,False,D/219/P,TRAPPIST-1e,37.0,False,26.0,2898.0,9.0,0.0,40.0,Vegas Lendly,True,2973.0,6951,01,2,0,1,D,219,P
6589,6951_02,Europa,True,D/219/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Mares Beling,True,0.0,6951,02,2,0,0,D,219,P
6603,6971_01,Europa,False,C/225/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,,Alcoran Distured,True,,6971,01,6,0,0,C,225,P
6604,6971_02,Europa,False,C/225/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Chard Distured,True,0.0,6971,02,6,0,0,C,225,P
6605,6971_03,Europa,True,C/225/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Alkaida Distured,True,0.0,6971,03,6,0,0,C,225,P
6606,6971_04,Europa,True,C/225/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Asteron Distured,True,0.0,6971,04,6,0,0,C,225,P
6607,6971_05,Europa,False,C/225/P,55 Cancri e,28.0,False,0.0,4173.0,0.0,33.0,420.0,Schird Pretive,True,4626.0,6971,05,6,0,1,C,225,P
6608,6971_06,Europa,False,C/225/P,55 Cancri e,28.0,False,0.0,160.0,0.0,1538.0,1426.0,Terfak Distured,False,3124.0,6971,06,6,0,1,C,225,P
6624,6988_01,Europa,False,C/226/P,TRAPPIST-1e,26.0,,554.0,1307.0,32.0,93.0,1553.0,Quarkib Obnoftle,False,3539.0,6988,01,2,0,1,C,226,P
6625,6988_02,Europa,False,C/226/P,TRAPPIST-1e,28.0,False,0.0,4340.0,0.0,186.0,0.0,Azharga Obnoftle,True,4526.0,6988,02,2,0,1,C,226,P
6627,6991_01,Europa,False,B/233/P,55 Cancri e,38.0,False,0.0,692.0,0.0,3587.0,0.0,Kabiton Disivering,False,4279.0,6991,01,2,0,1,B,233,P
6628,6991_02,Europa,True,B/233/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,,Spurin Disivering,True,,6991,02,2,0,0,B,233,P
6632,6994_01,Europa,True,B/267/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Bellus Obeaded,True,0.0,6994,01,2,0,0,B,267,S
6633,6994_02,Europa,False,B/267/S,TRAPPIST-1e,20.0,False,0.0,275.0,1690.0,580.0,5499.0,Alwaide Bagetvable,False,8044.0,6994,02,2,0,1,B,267,S
6645,7007_01,Europa,False,E/450/P,TRAPPIST-1e,27.0,False,0.0,2897.0,659.0,485.0,11.0,Luxons Bradissive,True,4052.0,7007,01,2,0,1,E,450,P
6646,7007_02,Europa,False,E/450/P,TRAPPIST-1e,,False,0.0,996.0,0.0,726.0,813.0,Fomam Bradissive,False,2535.0,7007,02,2,0,1,E,450,P
6661,7022_01,Europa,False,D/215/S,TRAPPIST-1e,35.0,False,0.0,5552.0,6.0,8.0,226.0,Wimps Bleling,True,5792.0,7022,01,2,0,1,D,215,S
6662,7022_02,Europa,False,D/215/S,TRAPPIST-1e,46.0,False,0.0,664.0,0.0,2.0,2177.0,Mesonon Bleling,False,2843.0,7022,02,2,0,1,D,215,S
6710,7083_01,Europa,True,C/259/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Betenar Pirejus,True,0.0,7083,01,2,0,0,C,259,S
6711,7083_02,Europa,,C/259/S,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,Minoton Pirejus,True,0.0,7083,02,2,0,0,C,259,S
6726,7096_01,Europa,True,C/260/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Nunkib Tashal,True,0.0,7096,01,3,0,0,C,260,S
6727,7096_02,Europa,False,C/260/S,TRAPPIST-1e,27.0,False,0.0,14.0,0.0,0.0,2325.0,Tauria Tashal,False,2339.0,7096,02,3,0,1,C,260,S
6728,7096_03,Europa,True,C/260/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Aspica Tashal,True,0.0,7096,03,3,0,0,C,260,S
6729,7097_01,Europa,False,A/75/P,55 Cancri e,27.0,False,0.0,44.0,4761.0,5.0,41.0,Altanin Dedometeel,True,4851.0,7097,01,4,0,1,A,75,P
6730,7097_02,Europa,False,A/75/P,TRAPPIST-1e,14.0,False,0.0,3124.0,40.0,219.0,189.0,Kumark Dedometeel,False,3572.0,7097,02,4,0,1,A,75,P
6731,7097_03,Europa,False,A/75/P,TRAPPIST-1e,32.0,True,527.0,1863.0,0.0,417.0,2905.0,Giedia Dedometeel,False,5712.0,7097,03,4,0,1,A,75,P
6732,7097_04,Europa,False,A/75/P,55 Cancri e,33.0,True,0.0,16.0,12.0,2349.0,12.0,Sulah Poilsive,False,2389.0,7097,04,4,0,1,A,75,P
6736,7104_02,Europa,False,C/228/P,TRAPPIST-1e,42.0,,159.0,4387.0,2.0,3.0,485.0,Alatrix Regmansidy,True,5036.0,7104,02,2,0,1,C,228,P
6750,7121_01,Europa,True,B/269/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Alkurak Dressink,True,0.0,7121,01,2,0,0,B,269,S
6751,7121_02,Europa,True,B/269/S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Pulchib Dressink,True,0.0,7121,02,2,0,0,B,269,S
6753,7127_01,Europa,False,B/237/P,TRAPPIST-1e,,False,0.0,4155.0,0.0,1368.0,42.0,Dira Belstrut,False,5565.0,7127,01,2,0,1,B,237,P
6754,7127_02,Europa,True,B/237/P,TRAPPIST-1e,31.0,False,0.0,0.0,,0.0,0.0,Okulk Belstrut,True,,7127,02,2,0,0,B,237,P
6755,7128_01,Europa,False,B/238/P,55 Cancri e,37.0,False,1.0,4462.0,1.0,9206.0,3.0,Mirara Catimod,False,13673.0,7128,01,3,0,1,B,238,P
6756,7128_02,Europa,False,B/238/P,55 Cancri e,44.0,False,0.0,4322.0,3.0,153.0,52.0,Raston Dightent,True,4530.0,7128,02,3,0,1,B,238,P
6757,7128_03,Europa,False,B/238/P,55 Cancri e,34.0,False,0.0,2612.0,1.0,131.0,2714.0,Polah Dightent,False,5458.0,7128,03,3,0,1,B,238,P
6792,7176_01,Europa,True,C/232/P,55 Cancri e,47.0,False,0.0,0.0,0.0,0.0,0.0,Caston Chhaft,True,0.0,7176,01,3,0,0,C,232,P
6793,7176_02,Europa,False,C/232/P,TRAPPIST-1e,26.0,False,0.0,6050.0,0.0,662.0,920.0,Kochard Chhaft,False,7632.0,7176,02,3,0,1,C,232,P
6794,7176_03,Europa,False,C/232/P,TRAPPIST-1e,25.0,False,0.0,3590.0,0.0,27.0,0.0,Sadlami Chhaft,True,3617.0,7176,03,3,0,1,C,232,P
6801,7186_01,Europa,True,E/461/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Aske Pretive,True,0.0,7186,01,3,0,0,E,461,P
6802,7186_02,Europa,,E/461/P,TRAPPIST-1e,32.0,False,0.0,1369.0,29.0,662.0,22.0,Alpha Mosteraked,False,2082.0,7186,02,3,0,1,E,461,P
6803,7186_03,Europa,False,E/461/P,TRAPPIST-1e,44.0,False,0.0,0.0,16.0,72.0,4304.0,Weias Mosteraked,False,4392.0,7186,03,3,0,1,E,461,P
6805,7188_01,Europa,False,C/233/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Muonus Imingle,True,0.0,7188,01,3,0,0,C,233,P
6806,7188_02,Europa,False,C/233/P,TRAPPIST-1e,28.0,False,0.0,2896.0,46.0,5248.0,8169.0,Taura Imingle,False,16359.0,7188,02,3,0,1,C,233,P
